start_ms	end_ms	length_ms	x	y
719924	720155	231	527.3	403.1
720174	721540	1366	488.5	412.8
721564	721781	217	500.8	331.9
721826	721949	123	355.3	479.5
721975	722184	209	279.9	569.3
722229	722486	257	536.2	577.9
722524	722965	441	424.1	581.3
722987	723366	379	381.0	585.5
723410	723813	403	637.1	571.6
723840	724034	194	716.4	571.6
724080	724349	269	373.8	572.3
724370	724559	189	320.9	583.7
724589	724871	282	437.2	579.5
724900	725151	251	529.9	569.5
725423	725572	149	621.8	552.1
725618	725871	253	482.4	335.0
725901	726040	139	348.8	418.6
726082	726381	299	230.1	596.0
726435	726665	230	540.6	588.0
726738	726896	158	133.2	359.8
726942	727069	127	138.5	125.6
727112	727265	153	386.6	168.8
727314	727391	77	608.8	159.0
727647	727676	29	121.9	343.2
727848	728008	160	247.3	138.3
728035	728201	166	399.3	140.4
728240	728513	273	511.1	55.5
728541	728793	252	401.2	42.4
728822	729001	179	316.4	150.2
729055	729321	266	587.5	175.0
729374	729500	126	315.1	158.8
729574	729718	144	155.9	581.0
729739	730463	724	138.5	608.8
730489	730655	166	158.2	677.2
730684	731642	958	141.3	544.9
731663	732144	481	136.6	608.7
732169	732991	822	136.8	526.1
733049	733331	282	441.4	437.8
733353	733733	380	509.4	413.8
