start_ms	end_ms	length_ms	x	y
836696	837317	621	506.3	362.4
837335	837511	176	532.0	373.4
837531	838800	1269	517.2	374.1
838841	838999	158	437.1	341.5
839066	839199	133	60.4	372.7
839241	839386	145	96.4	207.7
839423	839626	203	292.8	164.5
839683	839961	278	653.7	191.6
840014	840182	168	870.6	268.1
840215	840349	134	918.7	343.2
840372	840627	255	861.8	393.1
840682	841100	418	949.1	152.6
841140	841277	137	1050.5	80.2
841355	841559	204	458.3	163.0
841619	841751	132	131.4	214.8
841911	842047	136	12.2	515.4
842080	842212	132	-35.8	575.5
842272	842404	132	352.8	207.3
842460	842617	157	601.9	164.8
842639	842946	307	621.3	164.5
843010	843192	182	893.5	472.9
843213	843415	202	857.0	422.3
843484	843654	170	476.5	336.2
843720	843999	279	75.5	334.0
844034	844178	144	99.1	248.9
844206	844394	188	242.3	217.3
844435	844695	260	39.7	253.4
844719	845650	931	12.3	252.7
845709	845938	229	493.6	393.1
846135	846276	141	451.7	360.3
