start_ms	end_ms	length_ms	x	y
4722091	4722602	511	495.8	399.9
4722635	4723263	628	503.9	390.3
4723298	4723530	232	512.8	383.5
4723717	4724115	398	501.5	396.7
4724164	4724455	291	723.5	257.8
4724515	4724790	275	560.7	395.5
4724824	4724880	56	546.6	450.9
4724917	4725042	125	493.1	446.0
4725079	4725240	161	504.5	357.8
4725263	4725438	175	501.7	284.4
4725456	4725556	100	507.7	261.2
4725613	4725885	272	656.1	342.2
4725911	4726091	180	642.5	415.9
4726134	4726409	275	720.4	351.1
4726441	4726575	134	774.5	339.9
4726653	4726869	216	197.9	371.9
4726892	4726993	101	222.8	369.7
4727023	4727289	266	122.4	351.0
4727310	4727859	549	123.4	403.9
4727923	4728069	146	354.4	444.0
4728116	4728265	149	419.4	273.5
4728306	4728509	203	550.1	259.6
4728543	4728683	140	503.4	278.4
4728748	4728965	217	739.7	459.3
4729000	4729210	210	699.5	451.9
4729286	4729433	147	137.1	594.8
4729469	4729649	180	102.7	672.8
4729682	4730496	814	80.6	698.0
4730567	4730629	62	463.4	467.1
4730664	4730831	167	495.4	412.2
