start_ms	end_ms	length_ms	x	y
5013243	5013847	604	502.5	364.4
5014075	5014217	142	539.1	369.1
5014242	5015200	958	518.8	353.6
5015448	5015514	66	507.3	348.4
5015562	5015803	241	309.5	224.4
5015873	5016035	162	719.4	202.6
5016076	5016360	284	850.1	162.5
5016414	5016589	175	702.0	334.6
5016596	5016727	131	686.0	346.8
5016763	5017018	255	778.2	378.2
5017064	5017198	134	748.3	457.7
5017208	5017387	179	768.0	439.9
5017427	5017535	108	875.9	424.4
5017580	5017765	185	753.4	518.0
5017788	5018000	212	749.1	572.2
5018039	5018212	173	816.7	554.3
5018254	5018468	214	813.5	644.6
5018492	5018666	174	751.3	633.5
5018742	5018819	77	248.3	610.5
5019004	5019230	226	232.6	283.7
5019252	5019653	401	263.8	236.1
5019722	5019948	226	693.9	268.3
5019984	5020145	161	802.4	188.3
5020202	5020423	221	760.8	376.5
5020463	5020688	225	702.3	393.2
5020763	5020975	212	182.0	253.5
5021011	5021099	88	253.1	227.3
5021309	5021617	308	137.7	211.5
5021646	5022008	362	128.5	191.9
5022045	5022250	205	263.9	196.6
