start_ms	end_ms	length_ms	x	y
4718760	4719036	276	580.2	296.7
4719084	4719155	71	569.0	283.2
4719226	4719269	43	526.5	295.0
4719308	4719482	174	535.5	319.4
4719556	4719578	22	550.6	322.4
4719717	4719773	56	544.5	371.9
4719870	4721406	1536	538.9	385.3
4721440	4721505	65	502.1	367.5
4721528	4721585	57	506.6	372.6
4721644	4721719	75	481.2	327.0
4721778	4721851	73	258.1	339.3
4722283	4722315	32	201.3	357.8
4722650	4722801	151	488.1	336.4
4722821	4722874	53	462.9	367.2
4723550	4723645	95	563.6	356.1
4723846	4723903	57	445.6	356.0
4724051	4724115	64	411.6	358.9
4724174	4724266	92	460.7	351.3
4724403	4724483	80	395.8	297.6
4724495	4724560	65	394.4	295.5
4724664	4724769	105	450.3	300.0
4724837	4724858	21	551.3	346.3
4725193	4725238	45	571.8	342.5
4725370	4725438	68	714.4	263.7
4725461	4725714	253	730.5	266.0
4725792	4726000	208	546.9	210.6
4726053	4726309	256	327.5	215.3
4726350	4726414	64	301.0	253.0
4726445	4726609	164	335.9	303.4
4726686	4726765	79	168.8	253.4
4726909	4726973	64	112.2	359.3
4727048	4727083	35	112.1	347.7
4727123	4727253	130	165.4	421.9
4727474	4727506	32	118.6	343.2
4727584	4727662	78	104.8	335.3
4727689	4727760	71	110.1	338.3
4727772	4728041	269	116.0	333.4
4728178	4728357	179	119.3	327.3
4728451	4728680	229	566.7	360.1
