start_ms	end_ms	length_ms	x	y
2659133	2659794	661	491.9	385.2
2659806	2660188	382	503.5	394.8
2660197	2660395	198	496.8	390.8
2660648	2660791	143	486.5	377.9
2660808	2661206	398	504.1	399.3
2661273	2661555	282	173.3	385.3
2661580	2661814	234	81.9	372.4
2661833	2662049	216	43.2	363.6
2662119	2662302	183	559.2	457.3
2662320	2662543	223	562.3	421.9
2662581	2662824	243	418.7	373.2
2662863	2663108	245	373.8	231.9
2663129	2663297	168	420.1	230.9
2663345	2663569	224	788.7	387.5
2663612	2663828	216	1027.8	549.5
2664024	2664236	212	125.1	423.2
2664261	2664586	325	50.5	368.3
2664608	2664830	222	86.8	368.1
2664854	2665217	363	37.4	365.0
2665279	2665609	330	420.1	205.1
2665677	2665959	282	744.4	501.9
2665991	2666314	323	847.6	476.5
2666381	2666520	139	309.7	383.7
2666559	2666753	194	144.7	544.9
2666776	2667171	395	116.4	497.8
2667201	2667409	208	97.3	500.3
2667612	2667788	176	168.4	422.1
2667808	2668095	287	140.2	439.8
2668131	2668435	304	98.9	505.4
2668464	2668660	196	108.0	424.5
2668895	2669181	286	113.8	511.0
2669253	2669410	157	454.7	386.3
