start_ms	end_ms	length_ms	x	y
7133451	7133712	261	432.1	369.7
7133735	7133827	92	504.9	389.1
7134058	7134174	116	486.8	313.0
7134181	7134753	572	500.0	360.3
7134792	7134938	146	313.9	376.6
7135143	7135235	92	477.5	352.1
7135246	7135748	502	499.4	367.9
7135772	7135872	100	429.9	383.6
7135897	7136147	250	512.7	398.4
7136167	7136311	144	483.3	407.4
7136326	7136660	334	510.7	414.7
7136695	7136917	222	407.8	399.8
7137094	7137345	251	489.7	359.1
7137390	7137591	201	214.9	368.2
7137620	7137801	181	123.3	417.4
7137837	7138080	243	138.1	237.3
7138088	7138266	178	128.7	265.8
7138333	7138533	200	962.5	184.8
7138556	7138799	243	1012.3	188.7
7138822	7139146	324	955.6	226.2
7139203	7139368	165	772.9	703.9
7139380	7139636	256	757.2	713.9
7139697	7139865	168	113.9	640.5
7139887	7140057	170	69.0	630.0
7140072	7140143	71	106.6	617.0
7140212	7140423	211	142.7	58.4
7140448	7140641	193	246.0	73.6
7140694	7140826	132	797.7	92.4
7140854	7140956	102	900.8	82.9
7141018	7141209	191	138.6	397.3
7141231	7141396	165	90.3	431.6
7141530	7141701	171	134.3	471.2
7141721	7141891	170	186.4	485.2
7141918	7142129	211	87.1	535.2
7142152	7142315	163	153.3	540.6
7142335	7142554	219	193.9	543.3
7142601	7142676	75	427.6	285.9
7142722	7143006	284	109.7	475.3
7143169	7144203	1034	71.3	458.9
7144224	7144368	144	141.5	488.3
7144410	7144577	167	493.7	399.4
7144784	7144909	125	441.3	360.3
7144934	7145220	286	521.2	366.8
