start_ms	end_ms	length_ms	x	y
8675401	8675783	382	498.0	360.6
8675803	8676031	228	521.3	366.8
8676182	8676411	229	542.3	321.6
8676437	8676614	177	514.4	361.5
8676659	8676795	136	647.0	355.4
8676930	8677071	141	579.6	355.5
8677098	8677372	274	518.6	376.1
8677411	8677889	478	588.8	338.3
8677922	8678231	309	514.6	350.3
8678262	8678424	162	536.7	341.5
8678438	8678578	140	517.2	358.4
8678615	8678805	190	605.9	333.4
8678836	8679327	491	513.6	353.5
8679344	8679579	235	512.6	377.3
8679587	8680124	537	514.6	372.7
8680136	8680347	211	509.0	378.0
8680394	8680451	57	348.3	419.9
8680474	8680675	201	317.8	467.4
8680709	8680898	189	463.2	458.6
8680932	8681057	125	640.7	460.7
8681088	8681335	247	729.1	476.5
8681360	8681492	132	771.4	478.5
8681554	8681784	230	428.8	260.9
8681811	8682027	216	494.0	251.4
8682055	8682167	112	424.0	296.0
8682189	8682338	149	392.9	319.4
8682352	8682505	153	374.1	326.0
8682544	8682733	189	470.0	315.1
8682776	8682969	193	601.4	314.8
8682996	8683153	157	674.4	321.5
8683182	8683290	108	757.1	326.6
8683317	8683451	134	823.0	336.5
8683481	8683648	167	879.3	226.4
8683720	8683856	136	205.4	262.9
8684005	8684437	432	189.4	324.9
8684486	8684677	191	104.1	152.6
8684694	8684814	120	92.2	185.7
8684878	8685011	133	665.0	193.4
8685077	8685211	134	932.0	489.2
8685255	8685385	130	1002.1	631.3
8685421	8685515	94	955.4	598.2
8685596	8685713	117	236.8	492.5
8685761	8686068	307	157.5	687.7
8686094	8686261	167	118.0	629.0
8686302	8686677	375	115.7	543.7
8686696	8687202	506	100.7	574.5
8687224	8688329	1105	92.6	544.5
8688387	8688479	92	498.5	260.7
8688519	8688722	203	487.3	351.7
