start_ms	end_ms	length_ms	x	y
8994041	8994595	554	514.2	388.4
8994632	8994832	200	572.3	344.4
8994988	8995312	324	520.1	373.3
8995370	8995517	147	809.9	359.7
8995574	8995846	272	508.6	379.6
8995877	8996062	185	556.6	360.2
8996091	8996306	215	524.1	365.8
8996350	8996704	354	610.2	328.8
8996778	8996937	159	1247.0	480.5
8997010	8997169	159	487.9	398.3
8997193	8997334	141	518.4	379.6
8997390	8997633	243	823.8	356.4
8997686	8997882	196	530.9	384.7
8997945	8998141	196	926.5	376.5
8998198	8998483	285	541.3	368.5
8998544	8998739	195	1098.7	395.9
8998805	8999177	372	532.7	371.9
8999228	8999446	218	756.5	366.9
8999484	8999679	195	542.9	383.3
8999745	8999995	250	1001.4	385.3
9000059	9000243	184	526.8	380.5
9000360	9001383	1023	515.2	379.9
9001402	9001805	403	511.7	380.1
9001834	9001978	144	583.7	312.2
9002006	9002222	216	473.6	304.6
9002283	9002407	124	83.0	529.1
9002426	9002552	126	55.8	570.7
9002613	9002785	172	573.3	316.1
9002938	9003193	255	600.4	317.8
9003253	9003532	279	969.5	377.7
9003555	9003662	107	975.8	385.8
9003691	9003939	248	860.5	325.0
9004082	9004346	264	491.8	302.1
9004366	9004544	178	471.9	339.6
9004602	9004819	217	847.3	275.8
9004846	9005075	229	921.7	212.9
9005104	9005320	216	1008.3	207.7
9005382	9005512	130	503.4	331.6
9005534	9005964	430	471.8	306.9
9005983	9006279	296	478.0	291.9
9006299	9006430	131	442.7	277.8
9006456	9006697	241	478.0	299.4
9006734	9007042	308	462.0	440.6
9007084	9007149	65	461.1	237.3
9007207	9007450	243	135.3	486.9
9007468	9007677	209	155.6	479.3
9007711	9008229	518	89.5	395.0
9008246	9008475	229	79.6	397.0
9008514	9008730	216	107.1	478.9
9008763	9009603	840	83.1	480.8
9009662	9009985	323	469.8	407.2
9010008	9010222	214	498.6	396.3
