start_ms	end_ms	length_ms	x	y
5784749	5785349	600	509.4	361.5
5785517	5786050	533	494.4	356.4
5786088	5786403	315	483.6	364.9
5786610	5787014	404	518.9	355.5
5787051	5787510	459	502.0	356.3
5787543	5788024	481	504.4	357.4
5788067	5788098	31	486.9	341.8
5788155	5788247	92	492.7	346.0
5788294	5788699	405	477.9	334.7
5788761	5788970	209	80.5	348.8
5789025	5789102	77	358.9	191.7
5789146	5789343	197	463.1	116.7
5789356	5789537	181	473.4	100.8
5789584	5789726	142	591.5	361.1
5789749	5789912	163	568.7	397.4
5789975	5790135	160	75.5	352.3
5790153	5790327	174	83.1	370.2
5790406	5790557	151	611.2	375.2
5790592	5790779	187	563.6	382.9
5790832	5790978	146	487.7	128.4
5791010	5791446	436	458.6	97.8
5791472	5791866	394	446.7	65.1
5791919	5792089	170	66.9	347.8
5792114	5792348	234	94.1	347.6
5792421	5792610	189	581.5	362.1
5792640	5792996	356	552.3	378.0
5793049	5793190	141	466.6	566.9
5793275	5793648	373	553.3	664.5
5793734	5793919	185	517.9	695.4
5793980	5794121	141	167.3	290.1
5794139	5794271	132	161.0	261.3
5794304	5794445	141	226.9	250.2
5794471	5794639	168	262.5	236.9
5794671	5794907	236	152.9	247.8
5794940	5795953	1013	141.4	249.8
5796020	5796296	276	453.5	356.2
5796335	5796524	189	534.2	355.5
