start_ms	end_ms	length_ms	x	y
5511210	5511833	623	543.6	348.9
5512038	5512225	187	552.2	388.6
5512246	5512769	523	525.1	369.2
5512828	5512974	146	241.4	272.3
5513029	5513151	122	492.9	386.2
5513177	5513577	400	537.8	367.8
5513623	5513757	134	346.6	214.3
5513802	5513953	151	389.4	62.4
5513985	5514220	235	291.5	82.0
5514283	5514399	116	160.9	391.8
5514426	5514636	210	240.4	353.5
5514681	5514783	102	348.3	376.8
5514819	5515067	248	402.1	416.7
5515106	5515305	199	344.9	391.5
5515365	5515507	142	654.7	476.2
5515531	5515863	332	601.1	468.5
5515903	5516083	180	684.4	464.1
5516102	5516275	173	710.0	477.0
5516319	5516456	137	812.8	492.5
5516494	5516660	166	484.7	474.3
5516694	5516782	88	440.0	460.1
5516831	5516958	127	283.2	423.4
5516993	5517181	188	196.8	404.3
5517218	5517518	300	167.2	447.4
5517553	5517791	238	218.2	478.9
5517835	5517998	163	152.1	457.3
5518060	5518236	176	626.6	582.3
5518264	5518530	266	525.1	574.9
5518551	5518719	168	573.6	594.8
5518766	5518870	104	772.6	597.0
5518937	5519053	116	247.0	367.3
5519091	5519248	157	138.3	358.1
5519297	5519429	132	144.5	460.7
5519462	5519555	93	152.1	408.2
5519599	5519758	159	203.0	264.5
5519783	5519978	195	243.8	209.1
5520014	5520177	163	307.2	181.1
5520320	5520452	132	184.2	216.7
5520475	5520834	359	207.6	216.6
5520860	5521699	839	156.0	236.3
5521717	5521907	190	172.3	255.3
5521939	5522170	231	143.2	277.0
5522207	5522375	168	172.5	215.1
5522405	5523257	852	154.5	231.4
5523331	5524028	697	478.3	322.5
5524243	5524433	190	425.7	342.4
5524460	5524761	301	515.9	357.5
