start_ms	end_ms	length_ms	x	y
4396010	4396244	234	492.4	396.8
4396394	4396529	135	512.6	365.5
4396553	4397897	1344	493.4	377.6
4397959	4398058	99	805.7	602.5
4398088	4398262	174	813.1	654.9
4398268	4398447	179	807.6	660.8
4398476	4398709	233	849.5	659.3
4398732	4398821	89	876.8	641.6
4398880	4399063	183	540.3	375.2
4399127	4399342	215	255.9	576.4
4399366	4399396	30	236.6	557.8
4399459	4399678	219	405.2	307.7
4399733	4399922	189	520.2	381.2
4399987	4400178	191	877.5	514.3
4400224	4400366	142	810.2	659.7
4400391	4400674	283	851.1	651.8
4400700	4400991	291	877.2	645.9
4401018	4401200	182	927.7	505.4
4401258	4401486	228	591.4	356.8
4401548	4401698	150	269.5	537.4
4401762	4401901	139	217.5	669.7
4401978	4402272	294	886.7	547.8
4402308	4402460	152	826.8	500.2
4402485	4402647	162	867.0	502.4
4402685	4403025	340	946.2	500.9
4403100	4403190	90	460.0	238.2
4403264	4403370	106	136.2	393.4
4403405	4403514	109	111.4	347.1
4403553	4403836	283	114.1	276.3
4403855	4404247	392	98.6	276.9
4404296	4404569	273	140.8	437.0
4404608	4404789	181	108.8	325.7
4404802	4404993	191	105.8	352.8
4405012	4405464	452	90.1	346.7
4405522	4405746	224	182.9	686.7
4405782	4405862	80	166.4	677.7
4405903	4406180	277	89.5	501.6
4406213	4406392	179	89.9	442.8
4406409	4406648	239	79.3	434.9
4406681	4406898	217	92.3	497.4
4406908	4407124	216	80.6	510.8
4407172	4407388	216	179.6	654.8
4407432	4408008	576	98.5	516.8
4408074	4408216	142	488.0	419.3
