start_ms	end_ms	length_ms	x	y
14556115	14556750	635	498.2	399.9
14556775	14557005	230	537.1	396.1
14557202	14557369	167	289.2	460.9
14557415	14557617	202	557.5	393.1
14557640	14557778	138	509.2	407.0
14557887	14558141	254	1632.7	531.3
14558331	14558578	247	505.6	412.7
14558589	14559980	1391	520.5	404.1
14560028	14560159	131	767.0	299.0
14560211	14560439	228	467.8	342.6
14560464	14560714	250	564.0	324.0
14560751	14561034	283	414.9	400.4
14561052	14561368	316	454.1	382.5
14561403	14561596	193	582.0	447.0
14561619	14561755	136	642.2	438.1
14561794	14562070	276	430.1	434.7
14562090	14562195	105	476.6	433.2
14562267	14562473	206	35.2	112.5
14562498	14562729	231	47.0	90.2
14562750	14563085	335	92.7	97.5
14563166	14563414	248	947.2	139.7
14563439	14563625	186	1009.1	138.1
14563680	14563842	162	696.2	381.9
14563870	14564073	203	845.5	322.6
14564134	14564401	267	137.7	557.1
14564427	14564745	318	184.6	600.2
14564765	14565110	345	195.3	617.1
14565171	14565429	258	160.7	301.9
14565451	14565609	158	95.1	288.3
14565644	14565865	221	146.3	226.4
14565901	14566148	247	247.9	234.6
14566199	14566426	227	76.4	313.3
14566441	14567087	646	102.4	327.4
14567226	14567631	405	122.8	361.5
14567662	14567982	320	151.2	235.2
14568009	14568351	342	240.8	244.6
14568378	14568814	436	138.8	230.3
14568847	14569533	686	233.0	238.5
14569564	14570029	465	163.1	224.3
14570065	14570358	293	262.7	245.3
14570390	14570955	565	99.9	265.8
14571005	14571145	140	199.3	417.5
14571164	14571263	99	177.1	437.7
14571311	14571491	180	144.0	242.1
14571522	14571661	139	98.4	270.0
14571688	14571919	231	235.1	262.6
14571969	14572118	149	451.3	208.4
14572152	14572244	92	398.2	188.7
14572293	14572531	238	128.6	249.4
14572592	14572731	139	430.8	398.8
