start_ms	end_ms	length_ms	x	y
14875803	14875957	154	489.8	421.9
14875981	14876154	173	530.7	422.7
14876171	14878081	1910	518.0	415.6
14878115	14878332	217	403.7	394.3
14878359	14878721	362	344.8	289.7
14878764	14879171	407	379.8	499.3
14879197	14879467	270	408.3	560.8
14879494	14879811	317	519.2	484.7
14879841	14880002	161	564.5	438.8
14880070	14880478	408	938.2	337.2
14880499	14880755	256	930.1	285.0
14880836	14881191	355	101.4	345.2
14881227	14881473	246	349.5	388.6
14881533	14881899	366	893.4	283.8
14881949	14882303	354	546.2	518.3
14882327	14882662	335	474.4	533.5
14882696	14882882	186	388.9	554.0
14882908	14883102	194	399.5	486.0
14883160	14883336	176	120.7	444.2
14883390	14883538	148	120.4	720.9
14883560	14883831	271	96.4	661.8
14883855	14884681	826	69.0	645.3
14884737	14885114	377	479.2	414.3
