start_ms	end_ms	length_ms	x	y
829278	829550	272	506.0	360.5
829565	830140	575	493.1	374.8
830401	830504	103	522.0	360.8
830522	830904	382	493.4	375.5
830950	831080	130	487.9	114.7
831103	831334	231	499.9	177.4
831360	831529	169	403.3	163.4
831546	831872	326	416.7	157.5
831897	832176	279	499.6	162.4
832213	832395	182	481.5	391.4
832418	832635	217	464.0	317.2
832698	833260	562	796.6	166.5
833324	833501	177	623.7	515.0
833522	833768	246	644.1	514.6
833818	833996	178	358.4	180.9
834026	834169	143	395.8	164.5
834187	834421	234	413.6	158.5
834433	835050	617	427.5	151.1
835073	835393	320	395.2	137.3
835429	835569	140	506.6	171.2
835590	835967	377	491.3	170.7
835992	836146	154	420.8	161.5
836196	836367	171	110.0	438.1
836399	836570	171	40.5	407.0
836586	836785	199	53.7	371.7
836811	836983	172	50.3	450.7
837017	837122	105	131.3	441.9
837292	837677	385	47.4	369.0
837704	838013	309	67.9	341.7
838075	838210	135	478.5	111.2
838242	838477	235	447.9	81.7
838503	838694	191	492.9	86.9
838718	838809	91	534.1	92.4
838843	839118	275	328.1	157.5
839140	839365	225	372.6	162.6
839408	839540	132	479.4	415.6
