start_ms	end_ms	length_ms	x	y
476489	477723	1234	104.5	727.1
477930	478047	117	503.8	412.8
478067	478262	195	519.9	395.9
478282	479117	835	510.5	390.9
479124	479570	446	513.2	384.1
479626	479734	108	299.7	144.3
479772	479921	149	181.3	109.6
479938	480104	166	194.0	69.4
480139	480328	189	344.9	35.3
480356	480554	198	480.2	47.2
480609	480839	230	852.5	77.4
480910	481145	235	199.5	131.7
481197	481394	197	429.2	115.1
481460	481606	146	859.0	137.9
481678	481788	110	452.2	232.5
481812	481935	123	408.3	205.8
481971	482062	91	502.1	200.8
482127	482334	207	313.2	301.8
482383	482579	196	547.0	301.9
482619	482745	126	697.0	306.4
482803	483068	265	441.7	416.9
483125	483311	186	101.6	547.8
483342	483604	262	62.4	571.7
483644	483772	128	188.3	516.5
483791	483922	131	160.7	528.5
483961	484221	260	272.4	489.2
484270	484444	174	426.4	686.8
484470	484629	159	387.3	708.2
484682	484988	306	111.1	729.7
485011	485213	202	161.2	687.7
485236	485325	89	206.7	669.8
485377	485584	207	142.7	465.9
485616	485781	165	120.2	655.8
485800	486362	562	98.9	667.4
486419	486664	245	423.9	178.9
486713	487071	358	628.6	163.0
487146	487423	277	130.6	593.2
