start_ms	end_ms	length_ms	x	y
5303685	5303707	22	471.2	342.7
5303717	5303856	139	469.3	368.4
5303870	5304238	368	489.8	372.7
5304472	5305096	624	492.4	365.7
5305105	5305325	220	496.1	389.4
5305333	5305914	581	491.0	372.9
5305958	5306141	183	265.5	476.3
5306169	5306353	184	160.0	464.1
5306416	5306593	177	831.6	450.8
5306638	5306888	250	913.9	579.4
5306927	5307067	140	866.2	442.7
5307091	5307274	183	808.8	438.9
5307310	5307578	268	872.5	583.6
5307648	5307829	181	528.1	168.0
5307881	5308096	215	234.4	127.4
5308442	5308474	32	294.1	413.5
5308505	5308709	204	179.2	454.9
5308746	5309007	261	195.8	334.4
5309042	5309201	159	330.3	341.6
5309254	5309520	266	632.8	346.5
5309583	5309787	204	291.1	463.4
5309838	5310024	186	672.3	432.9
5310088	5310292	204	251.6	462.4
5310335	5310653	318	131.2	479.2
5310695	5310898	203	313.7	456.0
5310978	5311177	199	177.0	633.7
5311202	5311387	185	109.0	630.7
5311422	5311722	300	78.2	565.4
5311742	5312356	614	62.9	554.3
5312411	5312591	180	470.1	380.8
5312943	5313427	484	492.5	370.0
5313441	5313696	255	472.1	366.8
5313718	5314111	393	503.1	367.7
5314129	5314393	264	471.2	363.8
