start_ms	end_ms	length_ms	x	y
3553547	3553845	298	502.7	384.4
3553868	3554011	143	533.2	367.4
3554392	3555839	1447	514.6	394.5
3555889	3556067	178	304.2	267.4
3556093	3556217	124	234.0	228.5
3556273	3556455	182	66.2	463.9
3556477	3556820	343	75.9	430.0
3556842	3557065	223	39.9	406.1
3557103	3557261	158	143.1	442.2
3557298	3557494	196	46.5	379.7
3557552	3557739	187	397.1	461.1
3557795	3557984	189	710.2	456.9
3558022	3558351	329	862.1	494.2
3558371	3558478	107	888.0	519.4
3558536	3558739	203	501.4	469.7
3558777	3559046	269	522.9	581.4
3559071	3559316	245	507.9	632.4
3559373	3559634	261	151.8	622.4
3559702	3559914	212	211.6	111.9
3559958	3560117	159	74.3	-22.6
3560137	3560285	148	106.9	-29.5
3560341	3560592	251	394.3	15.2
3560654	3561067	413	808.8	6.0
3561345	3561569	224	126.3	403.8
3561606	3561810	204	155.6	287.4
3561840	3562104	264	118.1	311.6
3562148	3562320	172	132.9	453.2
3562355	3562535	180	93.3	611.8
3562557	3562766	209	96.1	585.9
3562780	3563205	425	88.6	586.0
3563212	3563378	166	82.8	577.6
3563403	3563600	197	117.2	651.4
3563626	3563942	316	90.9	563.1
3563950	3564467	517	93.0	576.5
3565309	3565502	193	507.5	448.6
3565525	3565964	439	498.0	405.7
