start_ms	end_ms	length_ms	x	y
691324	691565	241	507.9	361.3
691808	691878	70	504.3	402.8
691888	692058	170	520.9	388.1
692106	692227	121	543.7	755.4
692262	692451	189	470.4	863.5
692514	692653	139	539.0	438.8
692670	693311	641	524.1	390.6
693323	694199	876	507.2	364.9
694223	694874	651	565.6	346.9
694886	695152	266	583.2	316.4
695346	695679	333	577.6	306.9
695698	695908	210	573.6	374.4
695951	696133	182	542.8	587.0
696182	696451	269	568.2	344.7
696460	696821	361	581.3	320.8
697066	697295	229	626.8	378.1
697316	697825	509	590.9	389.6
697848	698215	367	573.8	336.2
698462	698694	232	594.7	379.0
698738	698907	169	773.5	361.0
698976	699263	287	1158.3	244.5
699324	699349	25	834.9	246.4
699412	699475	63	437.4	356.2
699518	699625	107	289.9	491.5
699652	699791	139	212.7	560.6
699812	699988	176	141.8	566.2
700001	700817	816	120.9	567.0
700826	701424	598	118.4	534.2
701715	701936	221	116.4	557.9
701997	702132	135	454.3	397.9
