start_ms	end_ms	length_ms	x	y
1455019	1455263	244	454.5	381.8
1455298	1456249	951	517.2	382.7
1456547	1456761	214	487.4	384.9
1456825	1456956	131	355.3	231.4
1456985	1457265	280	334.2	186.2
1457303	1457721	418	332.1	267.0
1457748	1458000	252	323.5	309.8
1458045	1458182	137	325.2	250.6
1458231	1458576	345	335.2	160.9
1458609	1458901	292	375.8	243.3
1458935	1459064	129	334.2	249.0
1459111	1459329	218	337.7	167.8
1459347	1459722	375	342.4	163.2
1459797	1459960	163	708.5	324.5
1459981	1460133	152	716.6	289.8
1460190	1460666	476	998.0	276.7
1460754	1461088	334	380.5	357.7
1461146	1461370	224	601.3	316.4
1461412	1461584	172	739.6	303.9
1461615	1461830	215	963.2	294.5
1461865	1461928	63	1017.0	281.4
1462000	1462113	113	516.4	254.0
1462177	1462489	312	201.7	486.2
1462523	1462698	175	146.2	485.3
1462752	1462826	74	126.7	372.4
1462883	1463023	140	284.7	191.7
1463071	1463191	120	447.0	158.9
1463231	1463350	119	553.4	170.2
1463386	1463563	177	635.8	168.8
1463597	1463675	78	682.0	173.8
1463745	1463889	144	161.5	338.3
1463924	1464327	403	127.4	411.3
1464364	1464554	190	154.8	476.5
1464619	1464898	279	139.5	287.2
1464965	1465112	147	136.6	570.6
1465135	1465319	184	128.5	523.9
1465344	1465550	206	136.3	479.5
1465579	1465789	210	169.9	476.2
1465827	1465989	162	116.4	510.9
1466013	1466479	466	118.8	538.4
1466514	1466550	36	93.4	513.7
1466598	1466811	213	128.9	464.3
1466841	1467423	582	114.0	471.4
1467483	1467654	171	457.9	386.0
