start_ms	end_ms	length_ms	x	y
3397647	3399020	1373	519.1	378.4
3399036	3399832	796	505.3	374.8
3399863	3400028	165	604.7	368.6
3400043	3400181	138	638.4	368.4
3400238	3400460	222	211.4	324.4
3400481	3400924	443	180.2	340.0
3400987	3401128	141	564.4	374.4
3401246	3401733	487	645.5	371.8
3401768	3401920	152	554.8	400.1
3401956	3402201	245	482.4	510.7
3402239	3402639	400	386.7	543.5
3402692	3402957	265	186.1	469.5
3403010	3403168	158	586.5	381.4
3403187	3403644	457	635.3	361.1
3403701	3404165	464	202.2	331.5
3404209	3404802	593	362.3	359.3
3404843	3405006	163	506.7	361.0
3405064	3405211	147	205.0	326.5
3405249	3405466	217	158.5	504.0
3405489	3405660	171	134.2	593.7
3405675	3406258	583	117.9	612.8
3406318	3406692	374	461.8	298.4
3406725	3408088	1363	547.4	377.3
3408115	3408316	201	476.1	377.9
3408332	3408585	253	457.3	376.8
