start_ms	end_ms	length_ms	x	y
3664085	3664404	319	468.7	337.8
3664417	3664503	86	495.9	356.5
3664657	3664909	252	460.5	335.9
3664927	3666431	1504	508.5	371.3
3666480	3666588	108	263.3	289.2
3666627	3667012	385	184.9	286.8
3667062	3667304	242	469.6	217.8
3667332	3667640	308	568.9	218.7
3667666	3667915	249	622.1	163.0
3667959	3668148	189	362.6	206.5
3668170	3668299	129	326.1	196.9
3668338	3668547	209	207.1	230.3
3668595	3668960	365	532.0	205.1
3669014	3669114	100	238.1	237.3
3669138	3669326	188	194.3	272.7
3669338	3669519	181	206.1	257.2
3669562	3669727	165	399.5	228.2
3669769	3669992	223	565.6	229.1
3670044	3670201	157	213.0	273.9
3670208	3670363	155	202.4	273.3
3670375	3670509	134	227.3	251.4
3670560	3670729	169	575.7	230.6
3670755	3670929	174	646.0	235.1
3670988	3671231	243	210.9	293.8
3671248	3671452	204	194.3	330.1
3671505	3671709	204	555.2	369.9
3671794	3672157	363	212.6	323.3
3672173	3673032	859	193.9	289.6
