start_ms	end_ms	length_ms	x	y
4444927	4445221	294	461.0	416.5
4445260	4446450	1190	521.3	396.0
4446482	4446642	160	542.3	399.2
4446691	4446959	268	401.2	383.3
4446996	4447016	20	385.9	351.9
4447069	4447299	230	572.6	232.0
4447324	4447532	208	488.0	230.2
4447585	4447730	145	616.6	197.0
4447771	4447972	201	523.2	288.1
4448019	4448249	230	647.7	239.6
4448284	4448435	151	568.3	295.9
4448498	4448599	101	786.1	360.4
4448646	4448817	171	645.7	354.5
4448890	4449143	253	310.1	423.6
4449361	4449775	414	319.0	405.8
4449823	4449963	140	263.9	455.3
4450005	4450307	302	332.4	396.8
4450354	4450490	136	366.5	396.9
4450522	4450665	143	331.7	400.0
4450731	4450890	159	916.4	438.7
4450927	4451446	519	944.6	432.8
4451724	4451865	141	818.6	379.1
4451941	4452029	88	248.1	440.9
4452076	4452215	139	140.5	508.8
4452249	4452558	309	116.4	523.9
4452591	4453614	1023	105.6	489.0
4453677	4453800	123	520.7	421.8
