start_ms	end_ms	length_ms	x	y
1104175	1104395	220	469.3	403.7
1104417	1104806	389	508.3	400.6
1105000	1106398	1398	511.5	366.1
1106422	1106854	432	567.3	336.1
1106911	1107156	245	326.9	448.1
1107227	1107356	129	126.9	178.5
1107566	1107755	189	755.3	360.7
1107838	1108023	185	157.7	90.1
1108098	1108267	169	806.4	441.8
1108300	1108479	179	856.9	508.3
1108505	1108765	260	815.7	512.3
1108827	1109067	240	490.9	401.7
1109091	1109171	80	438.5	430.6
1109313	1109589	276	874.7	243.7
1109625	1109778	153	984.1	291.3
1109843	1110361	518	489.1	463.2
1110415	1110709	294	319.8	441.7
1110905	1111187	282	396.4	323.9
1111219	1111502	283	526.5	293.9
1111540	1111791	251	455.6	228.3
1111847	1112034	187	173.4	228.0
1112056	1112994	938	98.7	202.7
