start_ms	end_ms	length_ms	x	y
486395	486592	197	539.9	407.9
486626	486767	141	476.2	400.0
486792	486974	182	521.6	400.6
487149	487276	127	527.7	388.9
487300	488467	1167	502.8	396.1
488512	488624	112	412.4	355.2
488651	488803	152	499.5	389.0
488851	489070	219	246.8	401.9
489131	489300	169	660.3	319.3
489331	489533	202	527.2	307.1
489566	489706	140	476.5	322.8
489756	490152	396	640.9	475.7
490194	490366	172	404.9	374.9
490398	490560	162	494.3	381.3
490591	490716	125	462.8	396.6
490749	490950	201	648.7	403.1
490979	491233	254	568.9	305.7
491277	491432	155	225.3	434.2
491467	491619	152	372.3	292.0
491664	491846	182	713.3	281.3
491873	492011	138	811.3	296.4
492052	492231	179	560.5	269.0
492278	492553	275	225.6	406.7
492612	492782	170	632.2	490.8
492806	492967	161	660.6	547.7
492999	493231	232	816.2	558.1
493262	493433	171	957.6	575.6
493487	493785	298	424.7	416.8
493833	494032	199	883.9	421.6
494089	494187	98	453.1	187.1
494232	494427	195	157.8	287.6
494448	494591	143	165.1	251.1
494623	494937	314	245.2	255.0
494962	495174	212	170.2	247.9
495198	495467	269	134.8	243.4
495502	495819	317	227.9	245.5
495851	496016	165	90.2	232.3
496072	496204	132	477.5	415.3
496230	496389	159	547.6	392.1
