start_ms	end_ms	length_ms	x	y
584916	585840	924	438.9	385.6
586116	586188	72	554.0	398.6
586211	586727	516	492.5	362.0
586736	587330	594	495.3	368.6
587345	587737	392	500.6	360.7
587783	587868	85	690.9	287.1
588066	588188	122	729.2	262.1
588210	588711	501	696.6	233.3
588790	589025	235	90.3	117.1
589036	589392	356	84.0	96.8
589420	589933	513	148.1	56.4
589978	590180	202	176.8	50.6
590230	590294	64	94.0	108.3
590302	590414	112	95.9	105.4
590434	590573	139	82.3	109.7
590602	590932	330	174.7	61.8
590969	591059	90	150.8	78.5
591120	591351	231	128.2	392.0
591630	591713	83	668.6	298.2
591733	591912	179	702.6	250.8
591933	592351	418	700.8	230.8
592385	592498	113	747.4	348.4
592601	592787	186	139.6	329.1
592865	592972	107	711.3	331.1
593023	593196	173	172.1	493.8
593223	593508	285	116.1	577.5
593532	593832	300	158.6	659.2
593855	594240	385	113.0	599.4
594261	595024	763	102.5	558.0
595220	595304	84	538.9	391.3
595537	595732	195	493.4	397.9
595760	595841	81	443.7	383.6
