start_ms	end_ms	length_ms	x	y
4779446	4779628	182	495.8	374.3
4779656	4779846	190	474.6	394.8
4779872	4780068	196	512.9	406.0
4780232	4780376	144	489.8	405.8
4780386	4780836	450	502.7	393.4
4781544	4781674	130	488.7	484.7
4781709	4782719	1010	524.3	365.5
4782866	4783336	470	515.3	329.4
4783389	4783565	176	281.2	260.5
4783588	4784164	576	231.8	240.1
4784208	4784487	279	330.1	521.8
4784507	4784918	411	325.2	476.2
4784947	4785295	348	307.4	567.4
4785495	4785727	232	244.3	316.0
4785750	4786169	419	247.6	247.7
4786245	4786525	280	843.9	531.7
4786568	4786828	260	705.6	399.1
4786878	4787102	224	314.4	517.0
4787120	4787324	204	324.9	478.9
4787377	4787758	381	187.5	312.3
4787789	4788151	362	209.6	269.5
4788175	4788388	213	276.0	310.8
4788445	4788625	180	331.4	592.3
4788663	4788911	248	146.4	665.0
4788935	4789644	709	112.6	649.0
