start_ms	end_ms	length_ms	x	y
4722135	4722501	366	497.2	397.3
4722531	4722587	56	523.2	422.2
4722729	4722989	260	512.1	414.4
4723007	4723589	582	504.1	403.8
4723806	4724304	498	505.6	363.1
4724362	4724668	306	245.4	206.3
4724726	4725079	353	453.0	481.4
4725134	4725451	317	231.0	418.0
4725476	4725616	140	174.3	397.8
4725747	4725878	131	188.4	380.8
4725900	4726192	292	228.9	390.2
4726245	4726437	192	466.9	431.9
4726462	4726673	211	448.4	438.6
4726719	4726922	203	602.1	449.8
4726940	4727286	346	586.8	444.4
4727310	4727443	133	633.2	438.7
4727565	4727776	211	599.0	415.7
4727810	4728160	350	451.6	421.1
4728213	4728450	237	217.4	388.0
4728471	4728785	314	199.9	401.1
4728809	4729057	248	254.1	406.0
4729238	4729511	273	258.4	365.1
4729560	4729739	179	116.4	227.9
4729776	4729902	126	171.9	209.6
4729955	4730162	207	465.3	187.2
4730206	4730465	259	602.9	177.2
4730489	4730641	152	681.6	161.0
4730702	4730921	219	363.4	150.0
4730972	4731214	242	92.5	181.8
4731231	4731471	240	123.4	180.0
4731505	4731936	431	64.8	152.7
4732079	4732200	121	394.2	200.7
4732238	4732650	412	474.6	136.4
4732704	4732822	118	137.9	165.5
