start_ms	end_ms	length_ms	x	y
6507686	6508724	1038	468.0	404.4
6508748	6508845	97	517.3	403.4
6509134	6509604	470	525.7	401.8
6509870	6510160	290	510.0	389.4
6510438	6510572	134	532.6	401.9
6510582	6510876	294	521.1	402.2
6511147	6511193	46	575.0	383.3
6511224	6512417	1193	525.3	401.0
6512650	6512822	172	526.0	392.7
6512851	6513310	459	434.4	400.7
6513356	6513493	137	147.0	514.8
6513558	6513827	269	497.4	411.3
6513851	6514076	225	440.1	391.8
6514112	6514294	182	616.0	402.0
6514520	6514643	123	485.1	375.6
6514665	6514843	178	450.9	385.7
6514879	6515069	190	613.4	407.3
6515116	6515210	94	520.6	229.2
6515258	6515473	215	833.3	147.2
6515503	6516501	998	937.3	180.4
6516554	6516723	169	557.3	393.2
6516761	6517211	450	447.1	389.1
6517247	6517430	183	598.8	403.0
6517477	6517698	221	350.8	583.8
6517727	6518022	295	315.1	471.3
6518068	6518551	483	147.5	682.7
6518560	6518770	210	159.1	668.3
6518795	6519236	441	229.2	668.5
6519263	6519314	51	151.8	652.9
6519367	6519509	142	490.9	426.8
6519540	6519874	334	453.8	399.0
6519897	6520153	256	495.2	397.8
