start_ms	end_ms	length_ms	x	y
6654670	6655640	970	497.6	397.6
6656000	6656145	145	521.5	417.8
6656165	6656533	368	529.9	390.9
6656805	6657556	751	526.8	389.5
6657820	6658081	261	529.5	387.2
6658362	6658482	120	510.5	382.3
6658520	6658696	176	336.4	350.5
6658722	6658846	124	291.4	389.0
6658865	6659115	250	323.0	403.8
6659164	6659307	143	34.0	205.4
6659337	6659521	184	-71.1	157.3
6659539	6659827	288	-82.7	115.2
6659857	6660148	291	-46.1	189.3
6660176	6660320	144	77.8	186.8
6660345	6660645	300	91.2	242.5
6660690	6660802	112	434.3	214.4
6660866	6660991	125	794.7	125.3
6661059	6661280	221	702.9	598.7
6661306	6661444	138	634.9	601.4
6661470	6661609	139	533.7	619.8
6661636	6661792	156	431.3	521.0
6661822	6662064	242	239.4	569.9
6662102	6662282	180	398.6	483.2
6662310	6662470	160	353.6	405.0
6662499	6662679	180	324.8	398.6
6662743	6662900	157	-17.8	159.6
6662929	6663308	379	-96.9	101.5
6663341	6663635	294	79.8	175.1
6663692	6663849	157	444.4	201.0
6663915	6664023	108	127.0	546.4
6664050	6664211	161	133.2	462.0
6664237	6664773	536	176.5	474.3
6664806	6665185	379	106.7	460.1
6665240	6665462	222	470.7	412.7
