start_ms	end_ms	length_ms	x	y
1012499	1012718	219	531.5	374.8
1012739	1013370	631	496.1	376.5
1013475	1013583	108	737.8	628.8
1013980	1014064	84	459.6	419.0
1014114	1014380	266	465.3	282.6
1014392	1014661	269	457.1	265.1
1014673	1015071	398	464.0	275.8
1015122	1015267	145	133.8	372.9
1015294	1015426	132	84.0	389.9
1015444	1016060	616	43.7	393.6
1016120	1016299	179	441.7	261.3
1016322	1016639	317	470.0	250.2
1016693	1017002	309	534.1	419.4
1017037	1017271	234	393.8	405.0
1017311	1017500	189	428.4	296.7
1017522	1017728	206	464.5	262.4
1017794	1018287	493	36.1	130.8
1018355	1018499	144	430.9	215.8
1018530	1018980	450	468.8	256.4
1019267	1019391	124	137.5	334.8
1019410	1019602	192	79.1	336.3
1019609	1020571	962	76.3	328.0
1020618	1020772	154	456.9	354.3
