start_ms	end_ms	length_ms	x	y
818179	818945	766	486.1	397.6
818963	820580	1617	506.4	391.8
820598	821116	518	511.3	445.5
821159	821746	587	385.7	318.0
821766	822079	313	415.7	355.8
822124	822495	371	539.6	442.2
822514	822853	339	538.7	500.0
822912	823313	401	945.4	587.5
823386	823606	220	991.8	204.5
823649	824063	414	834.7	96.5
824119	824784	665	205.8	104.0
824830	825290	460	446.8	281.0
825343	825592	249	530.6	497.5
825656	825928	272	166.0	462.7
826126	826749	623	179.7	627.7
826772	827169	397	130.1	638.4
827188	827945	757	124.6	636.8
827999	828151	152	448.7	443.4
